NCT Number	Title	Acronym	Status	Conditions	Interventions	Outcome Measures	Sponsors	Gender	Age	Enrollment	Funders	Study Type	Study Designs	Other IDs	Start Date	Primary Completion Date	Completion Date	Last Verified	First Submitted	First Posted	Results First Submitted	Results First Posted	Last Update Submitted	Last Update Posted	URL	Setting	Stage	Sponsor_Type	Controlled	Multi-Arm	Pediatric	Country_PI	Cancer_Group	Cancer_Type	Drug_INN	Primary-EP	Phase	DrugBank	Removed
NCT02546661	Open-Label, Randomised, Multi-Drug, Biomarker-Directed, Phase 1b Study in Pts w/ Muscle Invasive Bladder Cancer	BISCAY	Active, not recruiting	Muscle Invasive Bladder Cancer	Drug: AZD4547; Drug: MEDI4736; Drug: Olaparib; Drug: AZD1775; Drug: Vistusertib; Drug: AZD9150; Drug: Selumetinib	Module A: The frequency and nature of adverse events related to AZD4547 monotherapy.; Module A: The frequency and nature of adverse events related to the combination of intravenous MEDI4736 (durvalumab) and oral AZD4547.; Module B: The frequency and nature of adverse events related to the combination of intravenous MEDI4736 (durvalumab) and oral olaparib.; Module C: The frequency and nature of adverse events related to intravenous MEDI4736 (durvalumab) when given in combination with oral AZD1775.; Module D: The frequency and nature of adverse events related to intravenous MEDI4736 (durvalumab) monotherapy.; Module E: The frequency and nature of adverse events related to intravenous MEDI4736 (durvalumab) when given in combination with oral vistusertib.; Module F: The frequency and nature of adverse events related to the combination of intravenous MEDI4736 (durvalumab) and intravenous AZD9150.; Module G: The frequency and nature of adverse events related to intravenous MEDI4736 (durvalumab) when given in combination with oral selumetinib.; All Modules: Change from baseline in clinical chemistry parameters.; All Modules: Change from baseline in haematology parameters.; All Modules: Change from baseline in urinalysis results.; All Modules: Change from baseline in vital signs.; All Modules: Change from baseline in physical examination findings.; All Modules: Change from baseline in ECG findings.; All Modules: Change from baseline in ejection fraction determined by assessing ECHO/MUGA scans.; All Modules: Change from baseline in coagulation parameters; All Modules: Change from baseline in lipid profile; Objective response rate (ORR); Disease control rate (DCR); Progression free survival (PFS); Duration of response (DoR); Overall survival (OS) rate at 1 year; Plasma concentration of AZD4547 (Module A); Plasma concentration of MEDI4736 (durvalumab) (Module A); Plasma concentration of olaparib (Module B); Plasma concentration of AZD1775 (Module C); Plasma concentration of MEDI4736 (durvalumab) (Module C); Plasma concentration of MEDI4736 (durvalumab) (Module D); Plasma concentration of vistusertib (Module E); Plasma concentration of Medi4736 (durvalumab) (Module E).; Plasma concentration of AZD9150 (Module F); Plasma concentration of MEDI4736 (durvalumab) (Module F).; The presence of Anti-Drug Antibodies (ADA) and ADA neutralising antibodies to MEDI4736 will be assessed in patients receiving MEDI4736 in any sub-study module.	AstraZeneca	All	18 Years to 130 Years   (Adult, Older Adult)	156	Industry	Interventional Study	Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment	D2615C00001; GU 118; BISCAY; 2015-002228-25	10/03/2016	18/03/2020	29/09/2023			09/11/2015				20/07/2023	https://ClinicalTrials.gov/show/NCT02546661		Advanced/Metastatic	Company	N	Y	N	United States	Urological	Bladder Cancer	Selumetinib	Safety and/or Dose	Phase 1	DB11689	N
NCT02664935	National Lung Matrix Trial: Multi-drug Phase II Trial in Non-Small Cell Lung Cancer		Active, not recruiting	Non-Small Cell Lung Cancer|Carcinoma, Squamous Cell|Adenocarcinoma	Drug: AZD4547; Drug: Vistusertib; Drug: Palbociclib; Drug: Crizotinib; Drug: Selumetinib; Drug: Docetaxel; Drug: AZD5363; Drug: Osimertinib; Drug: Durvalumab; Drug: Sitravatinib; Drug: AZD6738	Objective response (OR); Progression-free survival time (PFS); Durable clinical benefit (DCB); Best percentage change in sum of target lesion diameters (PCSD); Time to Progression (TTP); Overall survival time (OS); Adverse Events (AE)	University of Birmingham; Cancer Research UK; AstraZeneca; Pfizer; Experimental Cancer Medicine Centres; Mirati Therapeutics Inc.	All	18 Years and older   (Adult, Older Adult)	423	Other; Industry	Interventional Study	Allocation: Non-Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment	RG_14-072; 2014-000814-73; ISRCTN38344105	05/01/2015	09/01/2023	09/01/2023			27/01/2016				05/11/2023	https://ClinicalTrials.gov/show/NCT02664935		Advanced/Metastatic; Recurrent/Refractory	Hospital/University/Research Institute	N	Y	N	United Kingdom	Lung	Non-Small Cell Lung Cancer	Selumetinib	Safety and/or Dose; Response rate; PFS; OS; Biomarker	Phase 2	DB11689	N
NCT01306045	Molecular Profiling and Targeted Therapy for Advanced Non-Small Cell Lung Cancer, Small Cell Lung Cancer, and Thymic Malignancies		Active, not recruiting	Carcinoma, Non-Small-Cell Lung|Carcinoma, Small Cell Lung|Carcinoma, Thymic	Drug: AZD6244; Drug: MK-2206; Drug: Lapatinib; Drug: Erlotinib; Drug: Sunitinib; Procedure: Molecular Profiling	Percentage of Enrolled Participants Testing Positive for Genomic Abnormality; Number of Evaluable Participants With a Response Based on Molecular Profile Directed Treatments in Non-Small Cell Lung Cancer, (NSCLC), Small Cell Lung Cancer (SCLC), and Thymic Malignancies; Percentage of Evaluable Participants Overall Response Rate (ORR) Based on the Drug Selected for Their Particular Profile; Frequency of Epidermal Growth Factor Receptor (EGFR) Germline Mutations in Families With High Susceptibility to Lung Cancer	National Cancer Institute (NCI); National Institutes of Health Clinical Center (CC)	All	18 Years and older   (Adult, Older Adult)	647	NIH	Interventional Study	Allocation: Non-Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment	110096; 11-C-0096	02/08/2011	02/12/2014	31/12/2024			03/01/2011		04/11/2023		04/11/2023	https://ClinicalTrials.gov/show/NCT01306045		Advanced/Metastatic	Hospital/University/Research Institute	N	Y	N	United States	Lung; Endocrine	Non-Small Cell Lung Cancer; Small Cell Lung Cancer; Thymoma and Thymic Carcinoma	Selumetinib	Response rate; Other (specify)	Phase 2	DB11689	N
NCT02299999	SAFIR02_Breast - Efficacy of Genome Analysis as a Therapeutic Decision Tool for Patients With Metastatic Breast Cancer	SAFIR02_Breast	Active, not recruiting	Metastatic Breast Cancer	Drug: AZD2014; Drug: AZD4547; Drug: AZD5363; Drug: AZD8931; Drug: Selumetinib; Drug: Vandetanib; Drug: Bicalutamide; Drug: Olaparib; Drug: Anthracyclines; Drug: Taxanes; Drug: cyclophosphamide; Drug: DNA intercalators; Drug: Methotrexate; Drug: vinca alkaloids; Drug: Platinum based chemotherapies; Drug: Bevacizumab; Drug: Mitomycin C; Drug: Eribulin; Drug: MEDI4736	Progression-free survival in the targeted drug arm compared to standard maintenance therapy arm; progression-free survival in patients treated with anti-PDL1 antibody (MEDI4736) compared to standard maintenance therapy arm; overall survival in each substudy; overall response rates and changes in tumor size in each substudy; evaluate safety, in each substudy; efficacy (response rate, change in tumor size, progression-free survival, overall survival) and safety of each individual targeted agent (substudy 1); correlate molecular characteristics in patients with the efficacy endpoints (response rate, progression-free and overall survival) in each substudy	UNICANCER; Fondation ARC; AstraZeneca	All	18 Years and older   (Adult, Older Adult)	1460	Other; Industry	Interventional Study	Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment	UC-0105/1304; 2013-001652-36	04/07/2014	12/01/2022	12/01/2023			24/11/2014				02/06/2023	https://ClinicalTrials.gov/show/NCT02299999		Advanced/Metastatic	Hospital/University/Research Institute	Y	Y	N	France	Breast	Any Breast Cancer	Selumetinib	Response rate; PFS; OS	Phase 2	DB11689	N
NCT02117167	SAFIR02_Lung - Efficacy of Targeted Drugs Guided by Genomic Profiles in Metastatic NSCLC Patients	SAFIR02_Lung	Active, not recruiting	Non-small Cell Lung Cancer Metastatic	Drug: AZD2014; Drug: AZD4547; Drug: AZD5363; Drug: AZD8931; Drug: Selumetinib; Drug: Vandetanib; Drug: Standard maintenance for squamous NSCLC; Drug: Pemetrexed; Drug: Durvalumab; Drug: savolitinib; Drug: Olaparib	progression-free survival in the targeted drug arm compared to standard maintenance therapy arm; progression-free survival in patients treated with anti-PDL1 antibody (MEDI4736) compared to standard maintenance therapy arm; overall survival in each substudy; overall response rates and changes in tumor size in each substudy; evaluate safety, in each substudy; efficacy (response rate, change in tumor size, progression-free survival, overall survival) and safety of each individual targeted agent (substudy 1); correlate molecular characteristics in patients with the efficacy endpoints (response rate, progression-free and overall survival) in each substudy	UNICANCER; Intergroupe Francophone de Cancerologie Thoracique; Fondation ARC; AstraZeneca	All	18 Years and older   (Adult, Older Adult)	999	Other; Industry	Interventional Study	Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment	UC-0105/1305 / IFCT 1301; 2013-001653-27	23/04/2014	22/12/2018	12/01/2023			17/04/2014				08/02/2022	https://ClinicalTrials.gov/show/NCT02117167		Advanced/Metastatic; Recurrent/Refractory	Hospital/University/Research Institute	Y	Y	N	France	Lung	Non-Small Cell Lung Cancer	Selumetinib	Response rate; PFS; OS	Phase 2	DB11689	N
NCT04348045	Phase II Study to Evaluate MAintenance Therapy With Olaparib or Selumetinib Plus Durvalumab According to BRCAness and KRAS Somatic Status Personalized in Metastatic Pancreatic Adenocarcinoma Patients	D19-02	Recruiting	Metastatic Pancreatic Adenocarcinoma	Drug: Arm A - Olaparib; Drug: ARM B - durvalumab plus selumetinib; Drug: ARM C FOLFIRI	ARM A - Progression free survival (PFS); ARM B/ C - PFS; Disease control rate (DCR); Overall response rate (ORR); Overall survival (OS); Number of participants with treatment-related adverse events; Time to HRQoL score definitive deterioration (TUDD)	GERCOR - Multidisciplinary Oncology Cooperative Group; AstraZeneca	All	18 Years and older   (Adult, Older Adult)	307	Other; Industry	Interventional Study	Allocation: Randomized|Intervention Model: Factorial Assignment|Masking: None (Open Label)|Primary Purpose: Treatment	MAZEPPA D19-02	12/07/2020	09/01/2023	12/01/2024			15/04/2020				03/07/2023	https://ClinicalTrials.gov/show/NCT04348045		Advanced/Metastatic	Collaborative Group	Y	Y	N	France	GI	Pancreatic Cancer	Selumetinib	Safety and/or Dose; Response rate; PFS; OS	Phase 2	DB11689	N
NCT01089101	Selumetinib in Treating Young Patients With Recurrent or Refractory Low Grade Glioma		Active, not recruiting	Low Grade Glioma|Recurrent Childhood Pilocytic Astrocytoma|Recurrent Neurofibromatosis Type 1|Recurrent Visual Pathway Glioma|Refractory Neurofibromatosis Type 1|Refractory Visual Pathway Glioma	Procedure: Biospecimen Collection; Drug: Selumetinib	Maximum tolerated dose and recommended phase 2 dose of selumetinib determined by dose-limiting toxicities (phase I); Stratum-specific objective response (complete response + partial response) rate sustained for 8 weeks (phase II); Objective response (objective response = complete response + partial response) (re-treatment study); Disease stabilization rates (re-treatment study); Plasma drug concentrations and pharmacokinetic parameters (Phase I); Stratum-specific progression-free survival distribution (PFS) (phase II); Presence or absence of BRAF V600E mutations or BRAF KIAA1549 fusion (phase II); Progression-free survival (retreatment study)	National Cancer Institute (NCI)	All	3 Years to 21 Years   (Child, Adult)	220	NIH	Interventional Study	Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment	NCI-2012-03173; PBTC-029B; CDR667932; PBTC-029; U01CA081457; UM1CA081457	19/04/2010	12/01/2025	12/01/2025			18/03/2010				13/02/2023	https://ClinicalTrials.gov/show/NCT01089101		Recurrent/Refractory	Hospital/University/Research Institute	N	N	Y	United States	CNS	Glioma	Selumetinib	Safety and/or Dose; Response rate; Biomarker	Phase 1/2	DB11689	N
NCT04576117	A Study to Compare Treatment With the Drug Selumetinib Alone Versus Selumetinib and Vinblastine in Patients With Recurrent or Progressive Low-Grade Glioma		Recruiting	Recurrent Low Grade Astrocytoma|Recurrent WHO Grade 2 Glioma|Refractory Low Grade Astrocytoma|Refractory Low Grade Glioma|Refractory WHO Grade 1 Glioma	Procedure: Biospecimen Collection; Procedure: Magnetic Resonance Imaging; Other: Quality-of-Life Assessment; Other: Questionnaire Administration; Drug: Selumetinib Sulfate; Drug: Vinblastine Sulfate	Maximum tolerated dose/recommended phase II dose (MTD/RP2D) of selumetinib and vinblastine combination (feasibility); Event-free survival (efficacy); Radiographic tumor response rate (efficacy); Overall survival (OS) (efficacy); EFS by BRAF Status; Incidence of adverse events (feasibility); Incidence of adverse events (efficacy); Quality of life (QOL); Visual outcome comparison	National Cancer Institute (NCI)	All	2 Years to 25 Years   (Child, Adult)	300	NIH	Interventional Study	Allocation: Randomized|Intervention Model: Sequential Assignment|Masking: None (Open Label)|Primary Purpose: Treatment	NCI-2020-07549; ACNS1931; U10CA180886	01/08/2021	30/12/2026	30/12/2026			10/06/2020				24/08/2023	https://ClinicalTrials.gov/show/NCT04576117	Palliative	Recurrent/Refractory	Hospital/University/Research Institute	N	N	N	United States	CNS	Glioma	Selumetinib	Safety and/or Dose; OS; DFS/RFS/EFS	Phase 3	DB11689	N
NCT04166409	A Study of the Drugs Selumetinib vs. Carboplatin and Vincristine in Patients With Low-Grade Glioma		Recruiting	Low Grade Astrocytoma|Low Grade Glioma|Metastatic Low Grade Astrocytoma|Metastatic Low Grade Glioma	Procedure: Biospecimen Collection; Drug: Carboplatin; Procedure: Magnetic Resonance Imaging; Other: Quality-of-Life Assessment; Other: Questionnaire Administration; Drug: Selumetinib Sulfate; Drug: Vincristine Sulfate	Event-free survival (EFS); Radiographic tumor response rate; Overall survival (OS); Number of patients who experience an improvement in visual acuity (VA); Change in motor function; Change in quality of life (QOL); Processing speed function; Change in executive function	National Cancer Institute (NCI)	All	2 Years to 21 Years   (Child, Adult)	220	NIH	Interventional Study	Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment	NCI-2019-07600; ACNS1833; U10CA180886	01/03/2020	31/12/2026	31/12/2026			18/11/2019				24/08/2023	https://ClinicalTrials.gov/show/NCT04166409	Primary/Main Curative	Localised/Locoregional	Hospital/University/Research Institute	Y	N	N	United States	CNS	Glioma	Selumetinib	Response rate; OS; DFS/RFS/EFS; QoL	Phase 3	DB11689	N
NCT01817751	Sorafenib, Valproic Acid, and Sildenafil in Treating Patients With Recurrent High-Grade Glioma		Active, not recruiting	Glioblastoma|Recurrent Adult Brain Neoplasm|Malignant Glioma|WHO Grade III Glioma	Drug: sorafenib tosylate; Drug: valproic acid; Drug: sildenafil citrate	Number of Participants With 6-Month Progression Free Survival (PFS); Number of Participants Whose Tumors Express PDGFRa With and Without 6-Month PFS.; Number of Participants With Best Response of CR Plus Number of Participants With Best Response of PR.; Number of Participants Whose Tumors Express PDGFRa With Best Response of CR Plus Number of Participants Whose Tumor Expresses PDGFRa With Best Response of PR.; Number of Participants With 12-Month Progression Free Survival (PFS).; Number of Participants Whose Tumors Express PDGFRa With and Without 12-Month PFS.; Evaluation of Safety and Toxicity of Sorafenib, Valproic Acid, and Sildenafil	Virginia Commonwealth University; National Cancer Institute (NCI)	All	18 Years and older   (Adult, Older Adult)	47	Other; NIH	Interventional Study	Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment	MCC-14816; HM14816; NCI-2013-00705; P30CA016059	04/11/2013	27/08/2020	30/10/2027			25/03/2013		28/10/2021		04/06/2023	https://ClinicalTrials.gov/show/NCT01817751		Recurrent/Refractory	Hospital/University/Research Institute	N	N	N	United States	CNS	Glioblastoma	Sildenafil; Valproic Acid	Safety and/or Dose; Response rate; PFS; OS	Phase 2	DB00203; DB00313	N
NCT03324425	Simvastatin Plus Dual Anti-HER2 Therapy for Metastatic Breast Cancer	SIMPHONY	Recruiting	Breast Cancer Stage IV	Drug: Simvastatin 80mg	Objective Response; Clinical benefit; Duration of Response; Time to Progression; Number of treatment-related adverse events, as assessed by the National Cancer Institute Common Terminology Criteria v. 4.0 (CTCAE v. 4.0).; HMG-CoA Reductase and HMG-CoA Synthase 1 protein levels in baseline and post-treatment tumor biopsies	Baylor Breast Care Center	Female	18 Years and older   (Adult, Older Adult)	34	Other	Interventional Study	Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment	H-41818	03/04/2020	12/01/2028	12/01/2030			27/10/2017				15/06/2023	https://ClinicalTrials.gov/show/NCT03324425		Advanced/Metastatic	Hospital/University/Research Institute	N	N	N	United States	Breast	Breast Cancer - HER2+	Simvastatin	Safety and/or Dose; Response rate; Biomarker	Phase 2	DB00641	N
NCT03086291	A Phase I Study of High Dose Simvastatin in Patients With Gastrointestinal Tract Cancer Who Failed to Standard Chemotherapy		Unknown status	Stomach Cancer	Drug: Simvastatin	maximum tolerated dose	Samsung Medical Center	All	20 Years and older   (Adult, Older Adult)	9	Other	Interventional Study	Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment	2017-02-138	01/04/2018	09/01/2020	12/01/2020			22/03/2017				30/12/2019	https://ClinicalTrials.gov/show/NCT03086291		Recurrent/Refractory	Hospital/University/Research Institute	N	N	N	Korea, Republic of	GI	Gastric Cancer; Colon Cancer; Rectal Cancer	Simvastatin	Safety and/or Dose	Phase 1	DB00641	N
